//CHER
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_Reais							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> Real_1, 	1					// Currency Classname, Currency Money Value
	<Currency> Real_2, 	2
	<Currency> Real_5, 	5
	<Currency> Real_10, 	10
	<Currency> Real_20, 	20
	<Currency> Real_50, 	50
	<Currency> Real_100, 	100
	<Currency> Real_200, 	200


<Trader> Consumiveis							// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetais							// Category Name
		CaninaBerry,		         	*,		100,		30	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,		        	*,		100,		30	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		100,		30	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		100,		30	// Sellvalue -1 means it can not be selled
		SNAFU_Ammo_127x55mm,                    *,		10000,			1000
		SNAFU_Ammo_45_70mm,                     *,		5500,			800
		SNAFU_Ammo_500_SW,                      *,		8000,			800
		SNAFU_Ammo_145Cal,                      *,		5000,			800
		SNAFU_MD_Ammo_556x45mm_M855A1,          *,		8000,			800
		SNAFU_Ammo_762x25,                      *,		6000,			800
		SNAFU_Ammo_44,                          *,		6000,			800
		GCGN_Ammo_50Cal,                        *,		60000,			5000
		SNAFU_Ammo_127x55mmAP,                  *,		60000,			5000
	
	

	<Category> Gaus
        	Mag_Bat_Gaus_10Rnd,		      *,	40000,          10000
        	Ammo_PowerGaus,		              10,	20000,          10000



	<Category> Carregadores VANILHA
		Mag_IJ70_8Rnd,			*,		1300,			100
		Mag_CZ550_10Rnd,		*,		1300,			100
		Mag_CZ75_15Rnd,			*,		1400,			100
		Mag_Glock_15Rnd,		*,		1400,			100
		Mag_MKII_10Rnd,			*,		1400,			100
		Mag_1911_7Rnd,			*,		1400,			100
		Mag_FNX45_15Rnd,		*,		1400,			100
		Mag_CZ527_5rnd,			*,		1600,			100
		Mag_CZ61_20Rnd,			*,		1400,			100
		Mag_UMP_25Rnd,			*,		1400,			100
		Mag_MP5_30Rnd,			*,		1400,			100
		Mag_FAL_20Rnd,			*,		1400,			100
		Mag_Saiga_5Rnd,			*,		1200,			100
		Mag_Saiga_8Rnd,			*,		1400,			100
		Mag_Saiga_Drum20Rnd,     	*,		1800,			100
		Mag_AKM_30Rnd,			*,		1400,			100
		Mag_AKM_Palm30Rnd,		*,		1400,			100
		Mag_AKM_Drum75Rnd,		*,		1800,			100
		Mag_AK101_30Rnd,		*,		1400,			100
		Mag_AK74_30Rnd,			*,		1400,			100
		Mag_STANAG_30Rnd,		*,		1400,			100
		Mag_STANAGCoupled_30Rnd,        *,		1600,			100
		Mag_CMAG_30Rnd,			*,		1300,			100
		Mag_CMAG_40Rnd,			*,		1400,			100
		Mag_STANAG_60Rnd,		*,		2400,			100
		Mag_VSS_10Rnd,			*,		1400,			100
		Mag_SVD_10Rnd,			*,		1500,			100
		Mag_CZ61_20Rnd,			*,		1500,			100
		Mag_CZ527_5rnd,			*,		1500,			100
		Mag_PP19_64Rnd,			*,		1500,			100
		
	<Category> Protetores de mão vanilha
		MP5_PlasticHndgrd,		*,		300,			100
		MP5_RailHndgrd,			*,		350,			100
		AK74_Hndgrd,			*,		350,			100
		AK_WoodHndgrd,			*,		300,			100
		AK_RailHndgrd,			*,		300,			100
		AK_PlasticHndgrd,		*,		300,			100
		M4_PlasticHndgrd,		*,		350,			100
		M4_RISHndgrd,			*,		300,			100
		M4_MPHndgrd,			*,		300,			100
		PP19_Bttstck,			*,		300,			100

	<Category> Coronhas VANILHA
		MP5k_StockBttstck,		*,		300,			100
		Fal_OeBttstck,			*,		300,			100
		Fal_FoldingBttstck,		*,		350,			100
		Saiga_Bttstck,			*,		350,			100
		AKS74U_Bttstck,			*,		350,			100
		AK74_WoodBttstck,		*,		350,			100
		AK_PlasticBttstck,		*,		300,			100
		AK_WoodBttstck,			*,		350,			100
		AK_FoldingBttstck,		*,		350,			100
		M4_OEBttstck,			*,		350,			100
		M4_CQBBttstck,			*,		350,			100
		M4_MPBttstck,			*,		350,			100
	
	<Category> Miras VANILHA
		M4_CarryHandleOptic,		*,		250,			100
		BUISOptic,			*,		250,			100
		FNP45_MRDSOptic,		*,		250,			100
		ACOGOptic,			*,		300,			100
		M68Optic,			*,		500,			100
		M4_T3NRDSOptic,			*,		500,			100
		KobraOptic,			*,		600,			100
		KashtanOptic,			*,		700,			100
		PUScopeOptic,			*,		900,			100
		HuntingOptic,			*,		1000,			100
		PSO1Optic,			*,		1100,			100	
		PSO11Optic,			*,		1400,			100
		KazuarOptic,			*,		2200,			100
	
	<Category> Supressores VANILHA
		PistolSuppressor,		*,		800,			100
		AK_Suppressor,			*,		800,			100
		M4_Suppressor,			*,		800,			100
		
	<Category> Compensadores VANILHA
		Mosin_Compensator,		*,		600,			100
		MP5_Compensator,		*,		300,			100

	<Category> Baionetas VANILHA
		Mosin_Bayonet,			*,		200,			100
		M9A1_Bayonet,			*,		250,			100
		AK_Bayonet,			*,		250,			100
		SKS_Bayonet,			*,		200,			100
		
	<Category> Flashlights
		Universallight,			*,		800,			100

	<Category> Granadas
		RGD5Grenade,				1,		-1, 	 150
		M67Grenade,				1,		-1,	 150
		M18SmokeGrenade_Red,			1,		-1,	 150
		M18SmokeGrenade_Green,			1,		-1,	 150
		M18SmokeGrenade_Yellow,			1,		-1,	 150
		M18SmokeGrenade_Purple,			1,		-1,	 150
		M18SmokeGrenade_White,			1,		-1,	 150
		RDG2SmokeGrenade_Black,			1,		-1,	 150
		RDG2SmokeGrenade_White,			1,		-1,	 150
		FlashGrenade,				1,		-1,	 150
		Ammo_40mm_Smoke_Black,			1,		-1,	 150
		Ammo_40mm_Smoke_Green,			1,		-1,	 150
		Ammo_40mm_Smoke_Red,			1,		-1,	 150
		Ammo_40mm_Smoke_White,			1,		-1,	 150	
	
<Trader> Roupas e Acessórios
	<Category> Óculos
		SportGlasses_Orange,	*,		500,		8
		SportGlasses_Blue,		*,		500,		9
		SportGlasses_Black,		*,		500,		10
		SportGlasses_Green,		*,		500,		10
		ThinFramesGlasses,		*,		500,		10
		ThickFramesGlasses,		*,		500,		11
		DesignerGlasses,		*,		500,		15
		AviatorGlasses,			*,		500,		20
		TacticalGoggles,		*,		500,		30
		NVGHeadstrap,			*,		500,	120

	<Category> Braçadeiras
		Armband_Pink,			*,		500,		5
		Armband_Yellow,			*,		500,		5
		Armband_Orange,			*,		500,		5
		Armband_Red,			*,		500,		5
		Armband_Blue,			*,		500,		5
		Armband_White,			*,		500,		5
		Armband_Black,			*,		500,		5
		Armband_Green,			*,		500,		5

	<Category> Luvas
		SurgicalGloves_LightBlue,*,		550,		1
		SurgicalGloves_Blue,	*,		550,		1
		SurgicalGloves_White,	*,		550,		1
		SurgicalGloves_Green,	*,		550,		1
		WorkingGloves_Yellow,	*,		525,		6
		WorkingGloves_Beige,	*,		530,		8
		WorkingGloves_Brown,	*,		530,		8
		WorkingGloves_Black,	*,		530,		8
		TacticalGloves_Beige,	*,		535,		10
		TacticalGloves_Black,	*,		535,		10
		TacticalGloves_Green,	*,		535,		10

	<Category> Badana e Capacetes
		MedicalScrubsHat_Blue,	*,		552,		1
		MedicalScrubsHat_White,	*,		552,		1
		MedicalScrubsHat_Green,	*,		552,		1
		Bandana_Polkapattern,	*,		556,		2
		Bandana_Redpattern,		*,		556,		2
		Bandana_Blackpattern,	*,		556,		2
		Bandana_Greenpattern,	*,		558,		2
		Bandana_Camopattern,	*,		510,		3
		BaseballCap_CMMG_Pink,	*,		512,		3
		BaseballCap_Pink,		*,		512,		3
		BaseballCap_Red,		*,		512,		3
		BaseballCap_Blue,		*,		512,		3
		BaseballCap_Beige,		*,		512,		3
		BaseballCap_CMMG_Black,	*,		512,		3
		BaseballCap_Black,		*,		513,		3
		BaseballCap_Olive,		*,		514,		4
		BaseballCap_Camo,		*,		516,		5
		PrisonerCap,			*,		516,		5
		BoonieHat_Orange,		*,		516,		5
		BoonieHat_Red,			*,		516,		5
		BoonieHat_Blue,			*,		516,		5
		BoonieHat_NavyBlue,		*,		516,		5
		BoonieHat_Black,		*,		517,		5
		BoonieHat_Tan,			*,		518,		6
		BoonieHat_Olive,		*,		518,		6
		BoonieHat_DPM,			*,		520,		7
		BoonieHat_Dubok,		*,		520,		7
		BoonieHat_Flecktran,	*,		520,		7
		CowboyHat_Brown,		*,		520,		7
		CowboyHat_darkBrown,	*,		520,		7
		CowboyHat_black,		*,		520,		7
		CowboyHat_green,		*,		520,		7
		PilotkaCap,				*,		525,		7
		OfficerHat,				*,		525,		7
		PoliceCap,				*,		525,		7
		MilitaryBeret_ChDKZ,	*,		526,		7
		MilitaryBeret_Red,		*,		526,		7
		MilitaryBeret_UN,		*,		526,		7
		MilitaryBeret_CDF,		*,		527,		7
		MilitaryBeret_NZ,		*,		527,		7
		BeanieHat_Pink,			*,		530,		8
		BeanieHat_Red,			*,		530,		8
		BeanieHat_Blue,			*,		530,		8
		BeanieHat_Grey,			*,		530,		8
		BeanieHat_Beige,		*,		530,		8
		BeanieHat_Brown,		*,		530,		8
		BeanieHat_Black,		*,		531,		8
		BeanieHat_Green,		*,		532,		9
		FlatCap_Red,			*,		532,		8
		FlatCap_Blue,			*,		532,		8
		FlatCap_BrownCheck,		*,		532,		8
		FlatCap_GreyCheck,		*,		532,		8
		FlatCap_Grey,			*,		532,		8
		FlatCap_Brown,			*,		532,		8
		FlatCap_Black,			*,		532,		8
		FlatCap_BlackCheck,		*,		532,		8
		ZmijovkaCap_Red,		*,		536,		9
		ZmijovkaCap_Blue,		*,		536,		9
		ZmijovkaCap_Brown,		*,		536,		9
		ZmijovkaCap_Black,		*,		537,		9
		ZmijovkaCap_Green,		*,		538,		10
		RadarCap_Red,			*,		540,		10
		RadarCap_Blue,			*,		540,		10
		RadarCap_Brown,			*,		540,		10
		RadarCap_Black,			*,		542,		10
		RadarCap_Green,			*,		545,		12
		Ushanka_Blue,			*,		550,		15
		Ushanka_Black,			*,		550,		15
		Ushanka_Green,			*,		555,		18
		ConstructionHelmet_Yellow,*,	530,		7
		ConstructionHelmet_Orange,*,	530,		7
		ConstructionHelmet_Red,	*,		530,		7
		ConstructionHelmet_Blue,*,		530,		7
		ConstructionHelmet_White,*,		530,		7
		ConstructionHelmet_Lime,*,		533,		8
		SkateHelmet_Red,		*,		545,		12
		SkateHelmet_Blue,		*,		545,		12
		SkateHelmet_Gray,		*,		545,		12
		SkateHelmet_Black,		*,		547,		12
		SkateHelmet_Green,		*,		550,		13
		HockeyHelmet_Red,		*,		550,		13
		HockeyHelmet_Blue,		*,		550,		13
		HockeyHelmet_White,		*,		550,		13
		HockeyHelmet_Black,		*,		555,		14
		DirtBikeHelmet_Mouthguard,*,	515,		4
		DirtBikeHelmet_Visor,	*,		55,		8
		DirtBikeHelmet_Red,		*,		560,		15
		DirtBikeHelmet_Blue,	*,		560,		15
		DirtBikeHelmet_Police,	*,		560,		15
		DirtBikeHelmet_Green,	*,		560,		15
		DirtBikeHelmet_Chernarus,*,		560,		15
		DirtBikeHelmet_Black,	*,		565,		16
		DirtBikeHelmet_Khaki,	*,		570,		18
		MotoHelmet_Red,			*,		570,		18
		MotoHelmet_Blue,		*,		570,		18
		MotoHelmet_White,		*,		570,		18
		MotoHelmet_Lime,		*,		570,		18
		MotoHelmet_Grey,		*,		575,		18
		MotoHelmet_Black,		*,		575,		20
		MotoHelmet_Green,		*,		580,		22
		DarkMotoHelmet_Red,		*,		580,		22
		DarkMotoHelmet_Blue,	*,		580,		22
		DarkMotoHelmet_White,	*,		580,		22
		DarkMotoHelmet_Lime,	*,		580,		22
		DarkMotoHelmet_Grey,	*,		580,		22
		DarkMotoHelmet_Black,	*,		585,		23
		DarkMotoHelmet_Green,	*,		590,		25
		TankerHelmet,			*,		900,	25
		GreatHelm,				*,		920,	30
		ZSh3PilotHelmet,		*,		930,	35
		FirefightersHelmet_Yellow,*,	950,	40
		FirefightersHelmet_Red,	*,		950,	40
		FirefightersHelmet_White,*,		950,	40
		Mich2001Helmet,			*,		950,	40
		GorkaHelmetVisor,		*,		900,		20
		GorkaHelmet,			*,		990,	50
		Ssh68Helmet,			*,		950,	80
		BallisticHelmet_UN,		*,		950,	80
		BallisticHelmet_Black,	*,		900,	100
		BallisticHelmet_Green,	*,		950,	110

	<Category> Máscaras
		SurgicalMask,			*,		515,		3
		BandanaMask_PolkaPattern,*,		525,		6
		BandanaMask_RedPattern,	*,		525,		6
		BandanaMask_BlackPattern,*,		525,		6
		BandanaMask_GreenPattern,*,		530,		8
		BandanaMask_CamoPattern,*,		535,		10
		NioshFaceMask,			*,		540,		10
		HockeyMask,				*,		640,		10
		Balaclava3Holes_Blue,	*,		650,		12
		Balaclava3Holes_Beige,	*,		650,		12
		Balaclava3Holes_Black,	*,		655,		13
		Balaclava3Holes_Green,	*,		660,		15
		WeldingMask,			*,		670,		20

        <Category> Trage NBC
		NBCBootsYellow,			*,		600,		50
		NBCGlovesYellow,		*,		600,		50
		NBCHoodYellow,			*,		600,		50
		NBCJacketYellow,		*,		600,		50
		NBCPantsYellow,			*,		600,		50
                GP5GasMask,			*,		600,		50
		GasMask_Filter,			*,		700,		50

	<Category> Camisas
		TShirt_OrangeWhiteStripes,*,	778,		2
		TShirt_RedBlackStripes,	*,		778,		2
		TShirt_Red,				*,		778,		2
		TShirt_Blue,			*,		778,		2
		TShirt_White,			*,		710,		2
		TShirt_Grey,			*,		710,		2
		TShirt_Beige,			*,		710,		2
		TShirt_Black,			*,		712,		3
		TShirt_Green,			*,		712,		3
		TelnyashkaShirt,		*,		714,		3
		Shirt_RedCheck,			*,		716,		4
		Shirt_BlueCheckBright,	*,		716,		4	
		Shirt_BlueCheck,		*,		716,		4
		Shirt_WhiteCheck,		*,		716,		4
		Shirt_PlaneBlack,		*,		717,		4
		Shirt_GreenCheck,		*,		718,		4
		Blouse_Violet,			*,		716,		4
		Blouse_Blue,			*,		716,		4
		Blouse_White,			*,		716,		4
		Blouse_Green,			*,		718,		4
		MedicalScrubsShirt_Blue,*,		720,		5
		MedicalScrubsShirt_White,*,		720,		5
		MedicalScrubsShirt_Green,*,		720,		5
		ChernarusSportShirt,	*,		725,		6
		TacticalShirt_Grey,		*,		736,		10
		TacticalShirt_Tan,		*,		737,		10
		TacticalShirt_Black,	*,		738,		10
		TacticalShirt_Olive,	*,		740,		12

	<Category> Moletons e suéteres
		Sweater_Red,			*,		520,		5
		Sweater_Blue,			*,		520,		5
		Sweater_Gray,			*,		520,		5
		Sweater_Green,			*,		525,		6
		Hoodie_Red,				*,		530,		6
		Hoodie_Blue,			*,		530,		6
		Hoodie_Grey,			*,		530,		6
		Hoodie_Brown,			*,		530,		6
		Hoodie_Black,			*,		530,		6
		Hoodie_Green,			*,		535,		7
		
	<Category> Coletes
		ReflexVest,				*,		955,		1
		PoliceVest,				*,		935,		10
		HuntingVest,			*,		955,		18
		PressVest_LightBlue,	*,		985,		28
		PressVest_Blue,			*,		990,		30
		UKAssVest_Black,		*,		990,		30
		UKAssVest_Khaki,		*,		990,		30
		UKAssVest_Olive,		*,		990,		30
		UKAssVest_Camo,			*,		900,	35
		SmershVest,				*,		950,	50
		HighCapacityVest_Black,	*,		900,	60
		HighCapacityVest_Olive,	*,		930,	75
		PlateCarrierVest,		*,		1950,	80

	<Category> Jaquetas e Casacos
		LabCoat,				*,		810,		2
		TrackSuitJacket_Red,	*,		815,		3
		TrackSuitJacket_LightBlue,*,	815,		3
		TrackSuitJacket_Blue,	*,		815,		3
		TrackSuitJacket_Black,	*,		815,		3
		TrackSuitJacket_Green,	*,		815,		3
		DenimJacket,			*,		818,		4
		ManSuit_Blue,			*,		818,		4
		ManSuit_White,			*,		818,		4
		ManSuit_LightGrey,		*,		818,		4
		ManSuit_DarkGrey,		*,		818,		4
		ManSuit_Beige,			*,		818,		4
		ManSuit_Brown,			*,		818,		4
		ManSuit_Black,			*,		818,		4
		ManSuit_Khaki,			*,		818,		4
		WomanSuit_Blue,			*,		818,		4
		WomanSuit_White,		*,		818,		4
		WomanSuit_LightGrey,	*,		818,		4
		WomanSuit_DarkGrey,		*,		818,		4
		WomanSuit_Beige,		*,		818,		4
		WomanSuit_Brown,		*,		818,		4
		WomanSuit_Black,		*,		818,		4
		WomanSuit_Khaki,		*,		818,		4
		WoolCoat_Red,			*,		818,		4
		WoolCoat_RedCheck,		*,		818,		4
		WoolCoat_Blue,			*,		818,		4
		WoolCoat_BlueCheck,		*,		818,		4
		WoolCoat_GreyCheck,		*,		818,		4
		WoolCoat_BrownCheck,	*,		818,		4
		WoolCoat_Beige,			*,		818,		4
		WoolCoat_Black,			*,		819,		4
		WoolCoat_BlackCheck,	*,		819,		4
		WoolCoat_Green,			*,		820,		5
		RidersJacket_Black,		*,		820,		5
		FirefighterJacket_Beige,*,		824,		6
		FirefighterJacket_Black,*,		824,		6
		JumpsuitJacket_Red,		*,		826,		6
		JumpsuitJacket_Blue,	*,		826,		6
		JumpsuitJacket_Gray,	*,		826,		6
		JumpsuitJacket_Green,	*,		826,		6
		BomberJacket_Maroon,	*,		826,		6
		BomberJacket_SkyBlue,	*,		826,		6
		BomberJacket_Blue,		*,		826,		6
		BomberJacket_Grey,		*,		826,		6
		BomberJacket_Brown,		*,		826,		6
		BomberJacket_Black,		*,		828,		7
		BomberJacket_Olive,		*,		830,		7
		QuiltedJacket_Orange,	*,		826,		6
		QuiltedJacket_Yellow,	*,		826,		6
		QuiltedJacket_Red,		*,		826,		6
		QuiltedJacket_Violet,	*,		826,		6
		QuiltedJacket_Blue,		*,		826,		6
		QuiltedJacket_Grey,		*,		826,		6
		QuiltedJacket_Black,	*,		828,		7
		QuiltedJacket_Green,	*,		830,		7
		PrisonUniformJacket,	*,		828,		7
		PoliceJacketOrel,		*,		832,		8
		PoliceJacket,			*,		834,		8
		ParamedicJacket_Crimson,*,		836,		9
		ParamedicJacket_Blue,	*,		836,		9
		ParamedicJacket_Green,	*,		836,		9
		HikingJacket_Red,		*,		836,		9
		HikingJacket_Blue,		*,		838,		9
		HikingJacket_Black,		*,		838,		9
		HikingJacket_Green,		*,		840,		10
		Raincoat_Pink,			*,		870,		15
		Raincoat_Orange,		*,		870,		15
		Raincoat_Yellow,		*,		870,		15
		Raincoat_Red,			*,		870,		15
		Raincoat_Blue,			*,		870,		15
		Raincoat_Black,			*,		880,		20
		Raincoat_Green,			*,		800,	25
		TTsKOJacket_Camo,		*,		800,	25
		BDUJacket,				*,		800,	25
		HuntingJacket_Winter,	*,		820,	35
		HuntingJacket_Brown,	*,		820,	35
		HuntingJacket_Autumn,	*,		820,	35
		HuntingJacket_Spring,	*,		820,	35
		HuntingJacket_Summer,	*,		820,	35
		M65Jacket_Tan,			*,		830,	40
		M65Jacket_Black,		*,		830,	40
		M65Jacket_Khaki,		*,		830,	40
		M65Jacket_Olive,		*,		830,	40
		GorkaEJacket_Autumn,	*,		840,	45
		GorkaEJacket_Flat,		*,		840,	45
		GorkaEJacket_PautRev,	*,		840,	45
		GorkaEJacket_Summer,	*,		840,	45
		USMCJacket_Desert,		*,		840,	45
		USMCJacket_Woodland,	*,		855,	55

	<Category> Saias e vestidos
		Skirt_Yellow,			*,		530,		10
		Skirt_Red,				*,		530,		10
		Skirt_Blue,				*,		530,		10
		Skirt_White,			*,		530,		10
		MiniDress_Pink,			*,		535,		10
		MiniDress_PinkChecker,	*,		535,		10
		MiniDress_RedChecker,	*,		535,		10
		MiniDress_BlueChecker,	*,		535,		10
		MiniDress_BlueWithDots,	*,		535,		10
		MiniDress_WhiteChecker,	*,		535,		10
		MiniDress_BrownChecker,	*,		535,		10
		MiniDress_GreenChecker,	*,		535,		10
		NurseDress_Blue,		*,		540,		10
		NurseDress_White,		*,		540,		10

	<Category> Calça
		MedicalScrubsPants_Blue,*,		710,		2
		MedicalScrubsPants_White,*,		710,		2
		MedicalScrubsPants_Green,*,		710,		2
		TrackSuitPants_Red,		*,		715,		3
		TrackSuitPants_LightBlue,*,		715,		3
		TrackSuitPants_Blue,	*,		715,		3
		TrackSuitPants_Black,	*,		715,		3
		TrackSuitPants_Green,	*,		715,		3
		PrisonUniformPants,		*,		717,		4
		Breeches_Pink,			*,		720,		5
		Breeches_Red,			*,		720,		5
		Breeches_Blue,			*,		720,		5
		Breeches_White,			*,		720,		5
		Breeches_Beetcheck,		*,		720,		5
		Breeches_Beige,			*,		721,		5
		Breeches_Browncheck,	*,		721,		5
		Breeches_Black,			*,		722,		5
		Breeches_Blackcheck,	*,		722,		5
		Breeches_Green,			*,		724,		6
		SlacksPants_Blue,		*,		720,		5
		SlacksPants_White,		*,		720,		5
		SlacksPants_LightGrey,	*,		720,		5
		SlacksPants_DarkGrey,	*,		720,		5
		SlacksPants_Beige,		*,		720,		5
		SlacksPants_Brown,		*,		721,		5
		SlacksPants_Black,		*,		722,		5
		SlacksPants_Khaki,		*,		724,		6
		CanvasPantsMidi_Red,	*,		724,		6
		CanvasPantsMidi_Violet,	*,		724,		6
		CanvasPantsMidi_Blue,	*,		724,		6
		CanvasPantsMidi_Grey,	*,		724,		6
		CanvasPantsMidi_Beige,	*,		725,		6	
		CanvasPants_Red,		*,		726,		6
		CanvasPants_Violet,		*,		726,		6
		CanvasPants_Blue,		*,		726,		6
		CanvasPants_Grey,		*,		726,		6
		CanvasPants_Beige,		*,		728,		6
		JumpsuitPants_Red,		*,		728,		6
		JumpsuitPants_Blue,		*,		728,		6
		JumpsuitPants_Grey,		*,		728,		6
		JumpsuitPants_Green,	*,		728,		6
		PolicePants,			*,		728,		6
		ParamedicPants_Crimson,	*,		735,		8
		ParamedicPants_Blue,	*,		735,		8
		ParamedicPants_Green,	*,		735,		8
		FirefightersPants_Beige,*,		735,		8
		FirefightersPants_Black,*,		735,		8
		CargoPants_Blue,		*,		735,		8
		CargoPants_Grey,		*,		735,		8
		CargoPants_Beige,		*,		735,		8
		CargoPants_Black,		*,		735,		8
		CargoPants_Green,		*,		735,		8
		ShortJeans_Red,			*,		738,		8
		ShortJeans_Blue,		*,		738,		8
		ShortJeans_Darkblue,	*,		738,		8
		ShortJeans_Brown,		*,		778,		8
		ShortJeans_Black,		*,		740,		10
		ShortJeans_Green,		*,		742,		10
		Jeans_Blue,				*,		740,		10
		Jeans_BlueDark,			*,		740,		10
		Jeans_Grey,				*,		740,		10
		Jeans_Brown,			*,		740,		10
		Jeans_Black,			*,		742,		10
		Jeans_Green,			*,		745,		12	
		TTSKOPants,				*,		755,		15
		BDUPants,				*,		765,		18
		USMCPants_Desert,		*,		765,		18
		USMCPants_Woodland,		*,		770,		20
		PolicePantsOrel,		*,		770,		20
		HunterPants_Winter,		*,		790,		25
		HunterPants_Brown,		*,		700,	30
		HunterPants_Spring,		*,		700,	30
		HunterPants_Autumn,		*,		700,	30
		HunterPants_Summer,		*,		700,	30
		GorkaPants_Flat,		*,		730,	40
		GorkaPants_PautRev,		*,		730,	40
		GorkaPants_Autumn,		*,		730,	40
		GorkaPants_Summer,		*,		730,	40
	
	<Category> Sapatos e Botas
		AthleticShoes_Blue,		*,		717,		4
		AthleticShoes_Grey,		*,		720,		5
		AthleticShoes_Brown,	*,		720,		5
		AthleticShoes_Black,	*,		723,		5
		AthleticShoes_Green,	*,		723,		5
		JoggingShoes_Violet,	*,		730,		7
		JoggingShoes_Red,		*,		730,		7
		JoggingShoes_Blue,		*,		730,		7
		JoggingShoes_White,		*,		730,		7
		JoggingShoes_Black,		*,		730,		7
		Sneakers_Red,			*,		730,		7
		Sneakers_White,			*,		730,		7
		Sneakers_Gray,			*,		730,		7
		Sneakers_Black,			*,		731,		7
		Sneakers_Green,			*,		732,		7
		DressShoes_White,		*,		732,		7
		DressShoes_Brown,		*,		735,		8
		DressShoes_Black,		*,		735,		8
		DressShoes_Beige,		*,		735,		8
		DressShoes_Sunburst,	*,		735,		8
		HikingBootsLow_Blue,	*,		745,		12
		HikingBootsLow_Grey,	*,		745,		12
		HikingBootsLow_Beige,	*,		748,		13
		HikingBootsLow_Black,	*,		750,		14
		WorkingBoots_Yellow,	*,		755,		12
		WorkingBoots_Grey,		*,		760,		15
		WorkingBoots_Beige,		*,		760,		15
		WorkingBoots_Brown,		*,		760,		15
		WorkingBoots_Green,		*,		765,		17
		HikingBoots_Brown,		*,		775,		20
		HikingBoots_Black,		*,		775,		20
		CombatBoots_Grey,		*,		780,		22
		CombatBoots_Beige,		*,		780,		22
		CombatBoots_Brown,		*,		780,		22
		CombatBoots_Black,		*,		780,		22
		CombatBoots_Green,		*,		780,		22
		JungleBoots_Beige,		*,		785,		24
		JungleBoots_Brown,		*,		785,		24
		JungleBoots_Black,		*,		785,		24
		JungleBoots_Olive,		*,		785,		24
		JungleBoots_Green,		*,		785,		24
		Wellies_Grey,			*,		785,		25
		Wellies_Brown,			*,		785,		25
		Wellies_Black,			*,		785,		25
		Wellies_Green,			*,		790,		28
		TTSKOBoots,				*,		900,	35
		MilitaryBoots_Redpunk,	*,		900,	35
		MilitaryBoots_Bluerock,	*,		905,	35
		MilitaryBoots_Beige,	*,		910,	35
		MilitaryBoots_Brown,	*,		910,	35
		MilitaryBoots_Black,	*,		910,	35

	<Category> Ghillie
		GhillieAtt_Mossy,		*,		5220,	70
		GhillieAtt_Tan,			*,		5220,	70
		GhillieAtt_Woodland,	*,		5220,	70
		GhillieHood_Mossy,		*,		5220,	70
		GhillieHood_Tan,		*,		5220,	70
		GhillieHood_Woodland,	*,		5220,	70
		GhillieBushrag_Mossy,	*,		5400,	130
		GhillieBushrag_Tan,		*,		55400,	100
		GhillieBushrag_Woodland,*,		5400,	130
		GhillieTop_Mossy,		*,		5600,	100
		GhillieTop_Tan,			*,		5600,   100
		GhillieTop_Woodland,	*,		5600,	200
		GhillieSuit_Mossy,		*,		11000,	100
		GhillieSuit_Tan,		*,		11000,	100
		GhillieSuit_Woodland,	*,		11000,	300

	<Category> Coldre e bolsas
		ChestHolster,			*,		560,		20
		PlateCarrierHolster,	*,		860,		20
		PlateCarrierPouches,	*,		900,		20
		
	<Category> Cinto
		CivilianBelt,			*,		600,	30
		MilitaryBelt,			*,		900,	30
		
	<Category> Mochilas
		ChildBag_Red,			*,		420,		5
		ChildBag_Blue,			*,		420,		5
		ChildBag_Green,			*,		425,		6
		DryBag_Yellow,			*,		530,		8
		DryBag_Orange,			*,		530,		8
		DryBag_Red,				*,		530,		8
		DryBag_Blue,			*,		530,		8
		DryBag_Black,			*,		535,		8
		DryBag_Green,			*,		540,		10
		TaloonBag_Orange,		*,		550,		10
		TaloonBag_Violet,		*,		550,		10
		TaloonBag_Blue,			*,		550,		10
		TaloonBag_Green,		*,		570,		20
		SmershBag,				*,		100,	30
		WaterproofBag_Yellow,	*,		600,	30
		WaterproofBag_Orange,	*,		600,	30
		WaterproofBag_Green,	*,		610,	30
		AssaultBag_Black,		*,		610,	30
		AssaultBag_Green,		*,		610,	30
		AssaultBag_Ttsko,		*,		630,	30
		HuntingBag,				*,		730,	30
		TortillaBag,			*,		780,	60
		CoyoteBag_Brown,		*,		780,	60
		CoyoteBag_Green,		*,		780,	60
		MountainBag_Orange,		*,		800,	80
		MountainBag_Red,		*,		800,	80
